Task ID: 1	Task: getting organized at work
		1	cohesive buy condo florida
		1	commercial efficient miami properties way
		1	condo florida
		1	condos florida
		1	condos for sale florida condominiums condo com
		1	condos for sale in clearwater beach florida
		1	enlist a realtor
		1	fade him and buy condo florida
		1	finance your property purchase
		1	florida luxury
		1	florida news tampa bay news
		1	florida orlando vacation home
		1	florida real estate
		1	florida sale sales home condo south
		1	foreclosures homes fl florida foreclosure
		1	foreign nationals
		1	front Buy Florida Condo
		1	golf florida
		1	home buying
		1	home florida
		1	home rentals florida disney
		1	homes estate
		1	homes florida
		1	homes luxury foreclosure
		1	homes rentals florida south
		1	homes sweet
		1	investment properties.this
		1	miami beach
		1	miami beach condos
		1	miami beach real estate
		1	miami condos
		1	miamidade county condo florida
		1	monroe county condo florida
		1	monroe county townhome florida
		1	new condos
		1	of columbia florida
		1	professionally buy condo florida
		1	real estate
		1	real homes florida estate apartments
		1	real homes florida estate realtors
		1	real venice florida estate
		1	short sales
		1	small buy condo florida
		1	south beach
		1	south florida
		1	st petersburg
		1	staggering buy condo florida
		1	sunny isles beach
		1	the beach
		1	the city
		1	the miami beach condos
		1	top ten florida condos for sale
		1	trivial buy condo florida
		1	view available condos
		1	will buy condo florida
		1	your home
	Subtask ID: 13	Description: Learn how to place a bid while buying condo
		1	Augustine Florida Condos buy
		1	Buy condo florida hotel
		1	FLORIDA CONDOS Buy or Sell
		1	Florida Condo Buy Your Dream
		1	Opportunities for buy condo florida
		1	a home
		1	about that buy condo florida
		1	across that buy condo florida
		1	afford to spend
		1	assign to your buy condo florida
		1	available price range
		1	beachcomber condo florida
		1	because of buy condo florida
		1	buy a property
		1	buy condo in florida
		1	buy condo in florida city
		1	buy condo in florida foreclosures homes fl foreclosure
		1	buy condo in florida golf
		1	buy condo in florida home
		1	buy condo in florida home rentals disney
		1	buy condo in florida homes
		1	buy condo in florida homes estate
		1	buy condo in florida homes luxury foreclosure
		1	buy condo in florida homes rentals south
		1	buy condo in florida homes sweet
		1	buy condo in florida insurance lawyer
		1	buy condo in florida luxury
		1	buy condo in florida orlando vacation home
		1	buy condo in florida real homes estate apartments
		1	buy condo in florida real homes estate realtors
		1	buy condo in florida real venice estate
		1	buy condo in florida sale sales home south
		1	buy condo in florida villas
		1	buy the condo
		1	bygone buy condo florida
		1	cape coral
		1	city florida
		1	cohesive buy condo florida
		1	commercial efficient miami properties way
		1	condo florida
		1	condos florida
		1	condos for sale florida condominiums condo com
		1	condos for sale in clearwater beach florida
		1	enlist a realtor
		1	fade him and buy condo florida
		1	finance your property purchase
		1	florida luxury
		1	foreign nationals
		1	front Buy Florida Condo
		1	golf florida
		1	home buying
		1	home florida
		1	home rentals florida disney
		1	homes estate
		1	homes florida
		1	homes luxury foreclosure
		1	homes rentals florida south
		1	homes sweet
		1	investment properties.this
		1	miami beach
		1	miami beach condos
		1	miami beach real estate
		1	miami condos
		1	miamidade county condo florida
		1	monroe county condo florida
		1	monroe county townhome florida
		1	new condos
		1	of columbia florida
		1	professionally buy condo florida
		1	real estate
		1	real homes florida estate apartments
		1	real homes florida estate realtors
		1	real venice florida estate
		1	short sales
		1	small buy condo florida
		1	south beach
		1	south florida
		1	st petersburg
		1	staggering buy condo florida
		1	sunny isles beach
		1	the beach
		1	the city
		1	the miami beach condos
		1	trivial buy condo florida
		1	view available condos
		1	will buy condo florida
		1	your home
Task ID: 30	Task: live with fibromyalgia
	Subtask ID: 1	Description: Find out about support groups
		2	fibromyalgia group huntsville support
		2	find a fibromyalgia support group
		2	find a support
		2	find a support group
		2	join a fibromyalgia support group
		2	share that I was living with fibromyalgia
		2	symptoms information fibromyalgia
		2	the fibromyalgia relief handbook
		1	Agreement Living with Fibromyalgia
		1	However living with fibromyalgia
		1	Living With Fibromyalgia Jerry
		1	Living with Fibromyalgia Search
		1	Living with Fibromyalgia and Chronic
		1	Surgery Living With Fibromyalgia
		1	about living with Fibromyalgia
		1	and fibromyalgia
		1	better cfs fibromyalgia live
		1	can you live with fibromyalgia
		1	cfs fibromyalgia newsletter subscribe updates
		1	chronic pain
		1	clinical trials
		1	exercise Living with fibromyalgia
		1	fibromyalgia and chronic fatigue syndrome
		1	fibromyalgia is
		1	fibromyalgia is a
		1	fibromyalgia or
		1	fibromyalgia patients
		1	fibromyalgia recovery
		1	fibromyalgia specialist
		1	fibromyalgia symptoms
		1	fibromyalgia syndrome
		1	fibromyalgia syndrome treatment
		1	fibromyalgia treatment
		1	fibromyalgia treatment treatments
		1	fibromyalgia treatments diet
		1	forum Living with Fibromyalgia
		1	from fibromyalgia
		1	helplessness living with fibromyalgia
		1	know is living with fibromyalgia
		1	live with fibromyalgia managing pain
		1	live with fibromyalgia medical syndrome
		1	live with fibromyalgia medication
		1	live with fibromyalgia medications
		1	live with fibromyalgia nutrition vitamin diet
		1	live with fibromyalgia or
		1	live with fibromyalgia pain options treatment relief
		1	live with fibromyalgia pain relief
		1	live with fibromyalgia recovery
		1	live with fibromyalgia symptoms
		1	live with fibromyalgia symptoms diet
		1	live with fibromyalgia symptoms information
		1	live with fibromyalgia symptoms pain
		1	live with fibromyalgia symptoms treatment
		1	live with fibromyalgia syndrome
		1	live with fibromyalgia syndrome treatment
		1	live with fibromyalgia tagged
		1	live with fibromyalgia treatment
		1	live with fibromyalgia treatment treatments
		1	live with fibromyalgia treatments diet
		1	living with fibromyalgia pain
		1	living with fibromyalgia physical
		1	living with fibromyalgia reports
		1	living with fibromyalgia self
		1	managing pain fibromyalgia
		1	means to be living with fibromyalgia
		1	medical fibromyalgia syndrome
		1	medication fibromyalgia
		1	medications fibromyalgia
		1	nutrition fibromyalgia vitamin diet
		1	pain fibromyalgia relief
		1	pain options fibromyalgia treatment relief
		1	patients living with fibromyalgia
		1	people living with fibromyalgia
		1	post traumatic fibromyalgia
		1	symptoms fibromyalgia
		1	symptoms fibromyalgia diet
		1	symptoms fibromyalgia treatment
		1	symptoms pain fibromyalgia
		1	tagged fibromyalgia
		1	treat long term pain
		1	understanding as to what it is to be living with fibromyalgia
	Subtask ID: 2	Description: Learn how to cope with pain
		2	chronic pain
		2	live with fibromyalgia managing pain
		2	live with fibromyalgia medication
		2	live with fibromyalgia medications
		2	live with fibromyalgia pain options treatment relief
		2	live with fibromyalgia pain relief
		2	live with fibromyalgia symptoms pain
		2	living with fibromyalgia pain
		2	managing pain fibromyalgia
		2	pain fibromyalgia relief
		2	pain options fibromyalgia treatment relief
		2	symptoms pain fibromyalgia
		2	the fibromyalgia relief handbook
		2	treat long term pain
		1	Agreement Living with Fibromyalgia
		1	However living with fibromyalgia
		1	Living With Fibromyalgia Jerry
		1	Living with Fibromyalgia Search
		1	Living with Fibromyalgia and Chronic
		1	Surgery Living With Fibromyalgia
		1	about living with Fibromyalgia
		1	and fibromyalgia
		1	better cfs fibromyalgia live
		1	can you live with fibromyalgia
		1	cfs fibromyalgia newsletter subscribe updates
		1	clinical trials
		1	exercise Living with fibromyalgia
		1	fibromyalgia and chronic fatigue syndrome
		1	fibromyalgia group huntsville support
		1	fibromyalgia is
		1	fibromyalgia is a
		1	fibromyalgia or
		1	fibromyalgia patients
		1	fibromyalgia recovery
		1	fibromyalgia specialist
		1	fibromyalgia symptoms
		1	fibromyalgia syndrome
		1	fibromyalgia syndrome treatment
		1	fibromyalgia treatment
		1	fibromyalgia treatment treatments
		1	fibromyalgia treatments diet
		1	find a fibromyalgia support group
		1	find a support
		1	find a support group
		1	forum Living with Fibromyalgia
		1	from fibromyalgia
		1	helplessness living with fibromyalgia
		1	join a fibromyalgia support group
		1	know is living with fibromyalgia
		1	live with fibromyalgia medical syndrome
		1	live with fibromyalgia nutrition vitamin diet
		1	live with fibromyalgia or
		1	live with fibromyalgia recovery
		1	live with fibromyalgia symptoms
		1	live with fibromyalgia symptoms diet
		1	live with fibromyalgia symptoms information
		1	live with fibromyalgia symptoms treatment
		1	live with fibromyalgia syndrome
		1	live with fibromyalgia syndrome treatment
		1	live with fibromyalgia tagged
		1	live with fibromyalgia treatment
		1	live with fibromyalgia treatment treatments
		1	live with fibromyalgia treatments diet
		1	living with fibromyalgia physical
		1	living with fibromyalgia reports
		1	living with fibromyalgia self
		1	means to be living with fibromyalgia
		1	medical fibromyalgia syndrome
		1	medication fibromyalgia
		1	medications fibromyalgia
		1	nutrition fibromyalgia vitamin diet
		1	patients living with fibromyalgia
		1	people living with fibromyalgia
		1	post traumatic fibromyalgia
		1	share that I was living with fibromyalgia
		1	symptoms fibromyalgia
		1	symptoms fibromyalgia diet
		1	symptoms fibromyalgia treatment
		1	symptoms information fibromyalgia
		1	tagged fibromyalgia
		1	understanding as to what it is to be living with fibromyalgia
	Subtask ID: 3	Description: Find best blogs and articles on Fibromyalgia
		2	Living with Fibromyalgia Search
		2	cfs fibromyalgia newsletter subscribe updates
		2	fibromyalgia is
		2	fibromyalgia is a
		2	fibromyalgia or
		2	fibromyalgia syndrome
		2	fibromyalgia syndrome treatment
		2	fibromyalgia treatment
		2	fibromyalgia treatment treatments
		2	living with fibromyalgia reports
		2	symptoms information fibromyalgia
		2	tagged fibromyalgia
		2	the fibromyalgia relief handbook
		1	Agreement Living with Fibromyalgia
		1	However living with fibromyalgia
		1	Living With Fibromyalgia Jerry
		1	Living with Fibromyalgia and Chronic
		1	Surgery Living With Fibromyalgia
		1	about living with Fibromyalgia
		1	and fibromyalgia
		1	better cfs fibromyalgia live
		1	can you live with fibromyalgia
		1	chronic pain
		1	clinical trials
		1	exercise Living with fibromyalgia
		1	fibromyalgia and chronic fatigue syndrome
		1	fibromyalgia group huntsville support
		1	fibromyalgia patients
		1	fibromyalgia recovery
		1	fibromyalgia specialist
		1	fibromyalgia symptoms
