Task ID: 1	Task: acid stain concrete
		1	Stream Live TV Over Internet
		1	Streaming TV Free Online No Sign Up
		1	Television Watch Internet TV
		1	Watch Live TV Online Free
		1	Watch TV Internet is the new
		1	channel king
		1	favorite tv shows online
		1	free internet tv
		1	free online tv stations
		1	internet tv channels
		1	internet tv stations
		1	internetfree tv channels
		1	live internet tv
		1	live russia channels
		1	live tv online
		1	pcsatellite tv
		1	pcwatch tv
		1	sports live tv streams
		1	sports tv Watch Internet
		1	stream live tv shows
		1	streams online tv
		1	super internet tv
		1	tv streams
		1	verizon tv & movies
		1	watch Internet TV on
		1	watch free cable tv channels
		1	watch free internet tv stations
		1	watch free online tv stations
		1	watch free tv
		1	watch global tv on the internet
		1	watch internet tv on my tv
		1	watch internet tv on tv at home
		1	watch internet tv on tv wireless
		1	watch internet tv on tv with mac
		1	watch internet tv on your tv
		1	watch live internet tv stations
		1	watch live tv online
		1	watch local tv on the internet
		1	watch streaming tv internet
		1	watch tv internet service
		1	watch tv on the internet
		1	watch tv on the internet australia
		1	watch tv on the internet for free
		1	watch tv on the internet for free live
		1	watch tv on the internet for free tv channels
		1	watch tv on the internet for free!
		1	watch tv on the internet free
		1	watch tv on the internet free of charge
		1	watch tv on the internet in canada
		1	watch tv on the internet live
		1	watch tv on the internet philippines
		1	watch tv on the internet software
		1	watch tv on the internet uk
		1	watch tv online
		1	watch tv shows internet
		1	watch tv shows on the internet
		1	watch tv shows on the internet for free
		1	watch tv sitcoms internet
		1	web tv
	Subtask ID: 7	Description: What device is needed to watch TV online
		2	watch internet tv on my tv
		2	watch internet tv on tv at home
		2	watch internet tv on tv wireless
		2	watch internet tv on tv with mac
		2	watch internet tv on your tv
		2	watch tv on the internet dish network
		1	1000 free online tv channels
		1	Comments How to watch Internet TV
		1	Download How To Watch TV Internet
		1	How to Watch TV Online for Free
		1	Internet TV watch live
		1	Internet television
		1	Over the Internet Watch TV
		1	Show Watch Internet TV
		1	Stream Live TV Over Internet
		1	Streaming Internet TV Watch
		1	Television Watch Internet TV
		1	Watch Live TV Online Free
		1	Watch TV Internet 09
		1	Watch TV Internet Windows
		1	Watch TV Internet is the new
		1	how to watch tv on the internet
		1	internet online tv
		1	tv online broadcasting
		1	verizon tv & movies
		1	watch free internet tv stations
		1	watch free online tv stations
		1	watch tv internet service
		1	watch tv on the internet time warner
Task ID: 46	Task: learn to dance hip-hop
	Subtask ID: 1	Description: Find hip-hop dance lessons in your city
		2	Hip Hop Dancing Lessons
		2	hip hop dance instruction
		1	Dancing Hip Hop Training
		1	Hip Hop Dance Schools
		1	Hip Hop Dance Studios
		1	Hip Hop Dance Workshops
		1	dance lessons hip
		1	dance school hip
		1	hip hop dance classes jazz dance classes learn from professionals
	Subtask ID: 2	Description: Find hip-hop dance videos online
		2	Dvds Hip Hop Dance
		2	dance dvd hip
		2	dance hip hop learn online
		2	hip hop dance online
		2	hip hop dance videos and dvd learn to dance hip hop with instructional videos and dvds
		2	learn hip hop dance online
		2	learn to dance hip hop online
		2	learn to dance hip hop online free
		2	learn to dance hip hop videos
		2	learn to dance hip hop videos 100
		1	Dance Hip Hop Dance
		1	Dancing Hip Hop Training
		1	How to Learn to Dance at Home
		1	beginner hip hop dance videos
		1	dance youtube
		1	free hip hop dance steps learn hip hop dance online!
		1	full hip hop video series
		1	hip hop dance videos
		1	hip hop dance videos dvd cd learn to dance hip hop with instructional videos and dvds
		1	learn to dance hip hop dvd
		1	learn to dance hip hop dvd 100
		1	learn to dance hip hop free
		1	learn to dance hip hop video clips
		1	learn to dance hip hop youtube
		1	learn to hip hop dance videos learn to hip hop videos for kids
		1	videos dance hip
	Subtask ID: 3	Description: What routine to follow to learn hip-hop dance
		2	learn to dance hip hop step by step
		2	start learning basic hip hop dance
		1	Hip Hop Dance Steps
		1	beginners step
		1	cool dance moves to learn hip hop
		1	hip hop dance videos
		1	learn hip-hop dancing
		1	learn how to dance hip hop from the begining
		1	learn how to dance hip hop step by step
		1	learn to dance hip hop
		1	learn to dance hip hop abs
		1	learn to dance hip hop at home
		1	learn to dance hip hop for adults
		1	learn to dance hip hop for beginners
		1	learn to dance hip hop for beginners 100
		1	learn to dance hip hop free
		1	learn to dance hip hop online free
		1	learn to dance hip hop step by step for beginners
		1	learn to dance hip hop sydney
	Subtask ID: 4	Description: Find the list of hip-hop dance moves
		2	Hip Hop Dance Move Names
		2	List of Hip Hop Dance Moves
		2	hip hop dance moves
		2	hip hop moves
		2	learn hip hop dance moves
		1	Basic Hip Hop Dance
		1	Boys Hip Hop Dance
		1	Chicago Hip Hop Dancing
		1	City Hip Hop Dance
		1	Girls Hip Hop Dance
		1	Hip Hop Dance Fun Facts
		1	Hip Hop Dance Names
		1	Hip Hop Dance Steps
		1	How to Learn to Dance at Home
		1	beginners step
		1	dance moves step
		1	hip-hop dance moves
		1	learn how to dance hip hop from the begining
		1	learn how to dance hip hop step by step
		1	learn to dance hip hop abs
		1	learn to dance hip hop at home
		1	learn to dance hip hop for adults
		1	start learning basic hip hop dance
	Subtask ID: 5	Description: What amount of time is needed to learn to hip-hop dance
		1	Facts About Hip Hop Dance
		1	Hip Hop Dance Fun Facts
		1	start learning basic hip hop dance
	Subtask ID: 6	Description: Find beginner hip-hop dance classes
		2	Hip Hop Dance Classes
		1	Dancing Hip Hop Training
		1	Free Hip Hop Classes
		1	Hip Hop Dance Schools
		1	Hip Hop Dance Studios
		1	Hip Hop Dance Workshops
		1	Hip Hop Dancing Lessons
		1	dance lessons hip
		1	dance school hip
		1	free hip hop dance class
		1	hip hop dance classes jazz dance classes learn from professionals
		1	hip hop dance instruction
		1	learn to dance hip hop step by step
	Subtask ID: 7	Description: What are the popular hip-hop dance moves
		1	Basic Hip Hop Dance
		1	Boys Hip Hop Dance
		1	Chicago Hip Hop Dancing
		1	City Hip Hop Dance
		1	Dance Hip Hop Dance
		1	Girls Hip Hop Dance
		1	Hands in Hip Hop Dancing
		1	Hip Hop Dance Fun Facts
		1	Hip Hop Dance Move Names
		1	List of Hip Hop Dance Moves
		1	cool dance moves to learn hip hop
		1	dance hip hop
		1	dance moves hip
		1	dance moves step
		1	easy to learn dance moves hip hop
		1	free hip hop dance steps learn hip hop dance online!
		1	hip-hop dance moves
Task ID: 47	Task: transfer money online united states
	Subtask ID: 1	Description: What are the steps to transfer money online
		2	how to transfer money online from one bank account to another
		1	United States Money Transfer to USA
		1	Xoom Money Transfer United States
		1	banking in the United States Money Transfers
		1	enhanced experience transferring money online
		1	online money transfer
		1	online money transfer united states
		1	send money online
		1	send money online moneygram
		1	send money online western union
		1	transfer money online
	Subtask ID: 2	Description: What transaction fees are applicable while sending money online
		2	Free Online Money Transfer Services
		1	Xoom Money Transfer United States
		1	enhanced experience transferring money online
		1	online money transfer united states
		1	send money online moneygram
		1	send money online western union
		1	send money walmart
	Subtask ID: 3	Description: Is sending money online safe?
		1	send money safe
	Subtask ID: 4	Description: compare different services to send money
		1	enhanced experience transferring money online
		1	established online money transfer company
		1	online money transfer united states
	Subtask ID: 5	Description: How to track the online money transfer
		1	enhanced experience transferring money online
		1	send money online western union
	Subtask ID: 6	Description: how to send money using credit card
		1	enhanced experience transferring money online
		1	send money online moneygram
	Subtask ID: 7	Description: How long does it take to transfer money
		1	enhanced experience transferring money online
		1	send money online instantly
		1	send money online western union
		1	send money to bank account instantly
	Subtask ID: 8	Description: What are the best apps for sending money
		1	enhanced experience transferring money online
	Subtask ID: 9	Description: Which are the popular scams to be aware of while sending money
		1	enhanced experience transferring money online
		1	send money safe
Task ID: 48	Task: regrow hair
	Subtask ID: 1	Description: What are the natural ways to regrow hair
		2	Regrow Regrow Hair Naturally
		2	grow hair back naturally
		2	hair growth products
		2	hair loss cure
		2	hair loss help
		2	hair loss solution
		2	hair regrowth
		2	how to regrow hair
		2	how to regrow hair naturally
		2	natural hair growth
		2	natural hair loss treatments
		2	natural hair regrowth
		2	natural way to regrow hair
		2	on how to regrow lost hair
		2	regro hair products
		2	regrow hair
		2	regrow hair and effective
		2	regrow hair fast
		2	regrow hair for men
		2	regrow hair for women
		2	regrow hair naturally
		1	Hair Restoration
		1	Hair Restoration for Men
		1	Many hair regrow
		1	Men Hair Loss
		1	Regrow Hair Fast
		1	Regrow Hair For Men
		1	Regrow Hair Home
		1	Regrow Hair It is possible
		1	Regrow Hair Products
		1	Regrow Hair Shampoo
		1	Regrow Hair Vitamins
		1	Regrow Lost Hair eBook
		1	Smoking Regrow Hair
		1	can hair regrow
		1	fast hair regrowth
		1	frontal hair regrowth
		1	hair
		1	hair back fast
		1	hair loss
		1	hair loss and regrow hair
		1	hair loss causes
		1	hair loss prevention
		1	hair regrowth tips
		1	healthy hair growth
		1	le Hair Regrowth
		1	male pattern baldness
		1	proven to regrow hair with
		1	regrow frontal hair loss
		1	regrow hair Instead
		1	regrow hair May seem to be different
		1	regrow hair account
		1	regrow hair after chemo
		1	regrow hair and even
		1	regrow hair and prevent
		1	regrow hair by trying
		1	regrow hair in 10 days
		1	regrow hair in just weeks
		1	regrow hair in women
		1	regrow hair loss
		1	regrow hair men
		1	regrow hair naturally in 3 weeks
		1	regrow hair now
		1	regrow hair on crown
		1	regrow hair product
		1	regrow hair products
		1	regrow hair report
		1	regrow hair shampoo
		1	regrow hair sitting
		1	regrow hair the is important
		1	regrow hair to and your health
		1	regrow hair treatment
		1	regrow hair worked
		1	regrow hairhair restoration fast
		1	regrow hairline
		1	regrow lost hair in 15
		1	regrow thinning hair
		1	regrow your hair
		1	scalp massage promotes good circulation
		1	simple ways to regrow hair
		1	stop hair loss
		1	takes time to regrow hair
		1	tips for hair regrowth
		1	winter hair loss
	Subtask ID: 2	Description: What are the medical ways of regrowing hair
		2	hair growth products
		2	hair loss cure
		2	hair loss help
		2	hair loss solution
		2	hair regrow advanced
		2	hair regrow spironolactone
		2	hair regrowth
		2	how to regrow hair
		2	on how to regrow lost hair
		2	propecia
		2	regro hair products
		2	regrow hair
		2	regrow hair and effective
		2	regrow hair fast
		2	regrow hair for men
		2	regrow hair for women
		2	rogaine foam differences
		1	Blockers Regrow Hair
		1	Hair Restoration
		1	Hair Restoration for Men
		1	Many hair regrow
		1	Medication Regrow Hair
		1	Men Hair Loss
		1	Procerin regrow hair
		1	Regrow Hair Fast
		1	Regrow Hair For Men
		1	Regrow Hair Home
		1	Regrow Hair It is possible
		1	Regrow Hair Products
		1	Regrow Hair Shampoo
		1	Regrow Hair Vitamins
		1	Regrow Hair pills
		1	Tablets Regrow Hair
		1	can hair regrow
		1	does rogaine work
		1	empress regrow
		1	fast hair regrowth
		1	frontal hair regrowth
		1	frontal hair regrowth creams
		1	hair
		1	hair back fast
		1	hair loss
		1	hair loss and regrow hair
		1	hair loss causes
		1	hair loss prevention
		1	hair regrow 50mg
		1	hair regrow aldactone
		1	hair regrowth tips
		1	le Hair Regrowth
		1	male pattern baldness
		1	proven to regrow hair with
		1	regrow aldactone hair loss
		1	regrow frontal hair loss
		1	regrow hair Instead
		1	regrow hair May seem to be different
		1	regrow hair account
